,Protein,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Vitamin A,Vitamin C,Thiamin,Riboflavin,Niacin,Folate,Choline,Vitamin E,Cholesterol,Pantothenic acid,Manganese,Biotin
lentil,7.359999999999999,1.9230769230769231,7.888888888888888,5.476190476190476,6.239999999999999,6.212765957446809,16.652173913043477,5.363636363636363,17.11111111111111,2.727272727272727,4.111111111111112,8.555555555555555,5.833333333333334,4.769230769230769,5.0375000000000005,15.75,3.472727272727273,0.0,0.0,0.0,0.0,0.0
lettuce,1.8399999999999999,2.3846153846153846,1.4444444444444446,2.619047619047619,1.8399999999999999,5.297872340425532,1.0,2.3636363636363638,4.444444444444445,1.0909090909090908,33.55555555555556,8.88888888888889,5.500000000000001,4.923076923076923,2.0187500000000003,9.5,1.9090909090909092,0.0,0.0,0.0,0.0,0.0
lima bean,14.499999999999998,1.2307692307692308,12.388888888888888,9.523809523809524,8.24,10.042553191489361,9.478260869565219,8.0,24.22222222222222,7.636363636363637,0.0,0.0,11.833333333333334,3.769230769230769,2.325,18.25,5.49090909090909,0.0,0.0,0.0,0.0,0.0
lime,17.64,3.0,7.4444444444444455,4.761904761904762,11.600000000000001,3.042553191489362,3.4347826086956523,11.363636363636363,12.88888888888889,35.63636363636364,12.222222222222221,5.555555555555555,8.083333333333334,20.53846153846154,0.8187500000000001,9.0,30.69090909090909,0.0,83.33333333333334,0.0,0.0,0.0
lobster,41.82,8.153846153846153,1.8333333333333333,11.428571428571429,16.32,5.382978723404255,23.26086956521739,40.63636363636363,189.77777777777777,146.36363636363637,0.1111111111111111,0.0,1.8333333333333333,1.3076923076923077,11.95625,2.25,16.18181818181818,0.0,53.666666666666664,0.0,0.0,0.0
macaroni and cheese,6.800000000000001,2.923076923076923,1.5000000000000002,0.0,0.0,0.0,16.08695652173913,0.0,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
mango,5.0,2.923076923076923,0.0,0.0,0.0,18.617021276595743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maple syrup,0.0,7.6923076923076925,0.0,0.0,0.0,6.021276595744681,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mayonnaise,0.0,0.0,0.0,0.0,0.0,0.0,28.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,0.0,0.0,0.0
meatball,14.06,4.769230769230769,11.722222222222221,0.0,0.0,3.829787234042553,22.434782608695652,0.0,0.0,0.0,17.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0
melon,1.32,0.5384615384615384,1.4444444444444446,2.619047619047619,1.04,3.5319148936170213,0.6956521739130435,1.909090909090909,5.555555555555556,1.6363636363636365,9.777777777777779,13.666666666666668,3.3333333333333335,1.5384615384615383,2.6875,3.0,1.1636363636363638,0.0,0.0,0.0,0.0,0.0
mint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mushroom,1.76,2.076923076923077,4.888888888888889,0.0,0.0,7.1489361702127665,15.782608695652172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mussel,30.12,2.5384615384615383,27.77777777777778,10.238095238095237,19.919999999999998,8.617021276595745,15.739130434782608,18.363636363636363,13.222222222222221,103.0909090909091,6.444444444444445,9.0,14.333333333333334,19.46153846153846,12.025,10.0,14.963636363636363,0.0,11.666666666666666,0.0,0.0,0.0
mustard,8.5,4.846153846153846,8.833333333333334,11.428571428571429,8.64,3.1914893617021276,47.82608695652174,5.818181818181818,8.222222222222221,61.81818181818181,0.4444444444444444,0.4444444444444444,15.75,5.076923076923077,3.5062500000000005,1.7500000000000002,4.072727272727272,0.0,0.0,0.0,0.0,0.0
nutmeg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oatmeal,0.0,25.615384615384617,133.33333333333331,0.0,0.0,0.0,0.47826086956521735,0.0,0.0,0.0,617.7777777777778,74.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olive,1.46,4.615384615384616,18.88888888888889,1.1904761904761905,0.24,0.3617021276595745,36.30434782608696,1.0909090909090908,18.0,1.2727272727272725,1.5555555555555556,0.4444444444444444,0.6666666666666667,0.15384615384615385,0.5625,0.25,1.7272727272727273,0.0,0.0,0.0,0.0,0.0
omelet,2.2,1.0769230769230769,1.7777777777777777,3.0952380952380953,2.4,5.914893617021277,0.26086956521739135,1.909090909090909,7.888888888888888,0.18181818181818182,4.777777777777778,21.22222222222222,3.6666666666666665,2.076923076923077,4.03125,3.5000000000000004,1.3454545454545455,0.0,0.0,0.0,0.0,0.0
onion,21.8,1.2307692307692308,19.555555555555557,0.0,0.0,0.0,18.695652173913043,0.0,0.0,0.0,8.666666666666668,0.0,83.33333333333334,25.538461538461537,29.312500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
orange,9.52,0.0,0.0,0.0,0.0,0.0,16.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oregano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oyster,9.9,7.461538461538461,13.444444444444445,4.285714285714286,5.36,2.893617021276596,21.869565217391305,91.0909090909091,80.33333333333333,22.727272727272727,11.11111111111111,2.0,12.333333333333334,8.692307692307692,11.475,11.5,4.3999999999999995,0.0,3.3333333333333335,0.0,0.0,0.0
pancake,8.1,1.3076923076923077,12.88888888888889,3.571428571428571,4.96,1.3191489361702127,0.21739130434782608,5.636363636363637,13.666666666666666,15.636363636363635,0.0,0.0,21.833333333333336,1.9230769230769231,14.86875,38.5,0.6,0.0,0.0,0.0,0.0,0.0
papaya,5.0,11.538461538461538,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paprika,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5555.555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parmesan,56.8,65.61538461538461,2.722222222222222,8.095238095238095,50.160000000000004,3.829787234042553,78.26086956521739,38.18181818181819,4.444444444444445,62.54545454545454,29.11111111111111,0.0,2.166666666666667,27.538461538461533,0.5,1.5,2.5636363636363635,0.0,28.666666666666668,9.0,3.0869565217391304,0.0
parsley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parsnip,2.58,2.769230769230769,3.111111111111111,6.666666666666667,5.36,7.574468085106383,5.695652173913043,2.272727272727273,14.888888888888891,2.909090909090909,1.2222222222222223,13.999999999999998,6.666666666666667,3.8461538461538463,4.38125,14.000000000000002,4.8,0.0,0.6666666666666667,0.0,0.0,0.0
pasta,25.0,0.0,17.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333334,23.384615384615383,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
peanut,18.18,4.6923076923076925,6.055555555555555,0.0,0.0,0.0,1.956521739130435,0.0,0.0,0.0,33.666666666666664,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
pear,0.74,0.6923076923076923,1.0,1.6666666666666667,0.88,2.2127659574468086,0.13043478260869568,0.8181818181818181,8.555555555555555,0.18181818181818182,0.1111111111111111,4.777777777777778,1.0,1.9999999999999998,1.0125,1.7500000000000002,0.9272727272727272,0.0,0.0,0.0,0.0,0.0
pecan,18.34,5.384615384615385,14.055555555555554,28.809523809523807,22.16,8.72340425531915,0.0,41.18181818181819,133.33333333333331,6.909090909090909,0.33333333333333337,1.2222222222222223,55.00000000000001,10.0,7.3125,5.5,7.363636363636364,0.0,0.0,17.26,195.6521739130435,0.0
pepper,0.0,33.61538461538461,160.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11111111111111,23.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persimmon,3.08,1.6923076923076923,2.333333333333333,5.714285714285714,3.5999999999999996,9.127659574468085,0.13043478260869568,2.727272727272727,33.666666666666664,3.4545454545454546,12.0,4.444444444444445,4.666666666666667,4.384615384615385,1.49375,2.75,3.672727272727273,0.0,0.0,0.0,0.0,0.0
pineapple,0.0,2.769230769230769,3.5555555555555554,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pistachio,40.0,10.23076923076923,26.666666666666668,47.61904761904761,40.0,0.0,16.652173913043477,0.0,147.77777777777777,0.0,37.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza,13.600000000000001,7.846153846153846,10.222222222222223,0.0,0.0,0.0,17.434782608695652,0.0,0.0,0.0,15.11111111111111,6.777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
plum,1.4,0.46153846153846156,0.9444444444444444,1.6666666666666667,1.28,3.3404255319148937,0.0,0.9090909090909092,6.333333333333334,0.0,1.8888888888888888,10.555555555555555,2.3333333333333335,1.9999999999999998,2.6062499999999997,1.25,0.34545454545454546,0.0,0.0,0.0,0.0,0.0
pomegranate,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,6.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pork,42.8,0.0,7.166666666666667,0.0,0.0,0.0,9.304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,0.0,0.0
potato,7.780000000000001,2.5384615384615383,4.166666666666666,3.0952380952380953,6.16,4.659574468085107,9.521739130434783,4.0,1.9999999999999998,11.454545454545455,7.111111111111111,0.5555555555555556,8.916666666666668,10.999999999999998,6.2,5.75,9.763636363636365,0.0,24.666666666666668,0.0,0.0,0.0
poultry,1.42,0.7692307692307693,0.5,0.7142857142857143,1.6,0.8936170212765958,16.91304347826087,0.7272727272727273,2.111111111111111,0.7272727272727273,0.1111111111111111,0.0,2.0,4.076923076923077,1.7812499999999998,0.5,0.6727272727272727,0.0,1.6666666666666667,0.0,0.0,0.0
prosciutto,50.0,0.0,7.166666666666667,0.0,0.0,0.0,99.56521739130434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.666666666666668,0.0,0.0,0.0
prune,4.2,2.3846153846153846,15.555555555555555,0.0,5.76,18.127659574468087,1.0,0.0,0.0,0.0,11.11111111111111,4.777777777777778,3.3333333333333335,0.0,15.625,0.0,0.0,0.0,0.0,8.6,0.0,0.0
pumpkin,1.6,1.8461538461538463,8.88888888888889,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quail,50.0,1.153846153846154,24.5,5.238095238095238,22.24,4.574468085106383,9.304347826086957,28.09090909090909,65.55555555555556,39.45454545454545,7.777777777777778,2.5555555555555554,18.25,23.0,49.293749999999996,1.5,11.927272727272726,0.0,28.666666666666668,0.0,0.0,0.0
quinoa,28.6,0.0,21.444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radish,1.36,1.9230769230769231,1.8888888888888888,2.380952380952381,1.6,4.957446808510638,1.6956521739130437,2.5454545454545454,5.555555555555556,1.0909090909090908,0.0,16.444444444444446,1.0,3.0,1.5875,6.25,1.1818181818181819,0.0,0.0,0.0,0.0,0.0
raisin,20.4,2.6153846153846154,16.944444444444443,0.0,0.0,0.0,15.478260869565217,0.0,0.0,0.0,0.0,6.777777777777777,0.0,22.153846153846153,21.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raspberry,0.0,0.0,0.0,0.0,0.0,2.74468085106383,0.34782608695652173,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rice,6.94,2.1538461538461537,10.444444444444443,0.0,0.0,0.0,20.217391304347824,0.0,0.0,0.0,7.666666666666666,2.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ricotta,19.2,19.076923076923077,1.5000000000000002,4.285714285714286,13.76,3.7872340425531914,4.434782608695651,8.636363636363637,1.8888888888888888,20.18181818181818,13.0,0.0,2.666666666666667,19.692307692307693,0.76875,2.0,3.0727272727272723,0.0,13.333333333333334,0.0,0.0,0.0
rosemary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salmon,30.4,1.0,2.6666666666666665,0.0,0.0,0.0,14.391304347826086,0.0,0.0,0.0,14.666666666666666,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,15.333333333333332,0.0,0.0,0.0
salsa,5.88,4.538461538461538,0.0,0.0,0.0,0.0,35.82608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
sausage,21.4,2.076923076923077,20.0,0.0,0.0,0.0,87.39130434782608,0.0,0.0,0.0,14.777777777777779,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0
scallop,22.16,1.4615384615384615,6.5555555555555545,5.238095238095238,22.16,3.829787234042553,20.26086956521739,7.636363636363636,5.0,23.272727272727273,0.33333333333333337,0.0,12.5,6.461538461538462,9.59375,11.75,10.236363636363636,0.0,8.333333333333332,0.0,0.0,0.0
seafood,16.06,1.3846153846153846,6.666666666666667,3.3333333333333335,6.959999999999999,2.382978723404255,26.47826086956522,6.2727272727272725,8.777777777777777,20.18181818181818,2.7777777777777777,11.777777777777777,10.666666666666668,6.692307692307692,14.256250000000001,12.25,4.290909090909091,0.0,8.333333333333332,0.0,0.0,0.0
sesame,6.2,1.4615384615384615,3.3333333333333335,0.0,2.96,3.3404255319148937,43.47826086956522,0.9090909090909092,0.0,2.909090909090909,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
shallot,5.0,2.8461538461538463,6.666666666666667,5.0,4.8,7.106382978723404,0.5217391304347827,3.6363636363636367,9.777777777777777,2.1818181818181817,0.0,8.88888888888889,5.0,1.5384615384615383,1.25,8.5,2.0545454545454547,0.0,0.0,5.8,12.695652173913045,0.0
shrimp,23.6,5.461538461538462,2.333333333333333,0.0,0.0,0.0,21.478260869565215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.333333333333336,0.0,0.0,0.0
spinach,7.06,7.230769230769231,17.666666666666668,0.0,0.0,0.0,3.5652173913043477,0.0,0.0,0.0,718.8888888888889,31.333333333333336,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0
squash,1.3,1.6153846153846154,1.8333333333333333,2.619047619047619,1.1199999999999999,2.425531914893617,6.0,1.7272727272727273,3.7777777777777777,0.5454545454545454,1.8888888888888888,3.7777777777777777,3.0833333333333335,1.6153846153846154,4.9,2.0,1.3636363636363635,0.0,0.6666666666666667,0.0,0.0,0.0
steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strawberry,6.660000000000001,5.153846153846154,0.0,0.0,0.0,0.0,2.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sugar snap pea,4.54,2.6153846153846154,4.444444444444445,0.0,0.0,3.872340425531915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss cheese,52.2,66.92307692307692,0.0,0.0,0.0,0.0,8.521739130434783,0.0,0.0,0.0,96.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.999999999999996,0.0,0.0,0.0
tangerine,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tapioca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tarragon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tea,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thyme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tilapia,37.6,1.3846153846153846,3.5555555555555554,0.0,0.0,0.0,19.39130434782609,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
tofu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tomato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trout,34.16,2.6153846153846154,6.277777777777777,5.714285714285714,15.6,6.617021276595744,16.608695652173914,4.454545454545455,6.888888888888889,38.36363636363637,6.333333333333334,2.0,18.583333333333336,10.615384615384615,32.868750000000006,11.25,10.236363636363636,0.0,17.0,0.0,0.0,0.0
tuna,11.32,2.923076923076923,3.7777777777777777,0.0,0.0,0.0,19.26086956521739,0.0,0.0,0.0,41.888888888888886,6.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0
turnip,4.92,8.76923076923077,9.055555555555555,4.285714285714286,1.92,1.7446808510638296,0.782608695652174,1.4545454545454546,5.666666666666666,1.6363636363636365,678.8888888888889,28.666666666666668,3.6666666666666665,6.769230769230769,2.4250000000000003,10.25,0.0,0.0,0.0,2.46,9.565217391304348,0.0
vanilla,7.000000000000001,9.0,1.8888888888888888,2.619047619047619,8.4,3.3404255319148937,2.6521739130434785,4.2727272727272725,0.8888888888888888,6.363636363636363,20.22222222222222,0.0,3.416666666666667,12.846153846153847,0.5125000000000001,2.25,4.7272727272727275,0.0,30.666666666666664,0.0,0.0,0.0
veal,35.64,1.0769230769230769,5.833333333333333,5.714285714285714,11.360000000000001,4.48936170212766,6.391304347826086,10.545454545454545,14.222222222222221,32.54545454545455,4.777777777777778,1.5555555555555556,8.25,20.53846153846154,33.31875,5.5,15.981818181818182,0.0,18.333333333333332,0.0,0.0,0.0
vegetable,4.6,2.1538461538461537,4.611111111111111,5.0,2.2399999999999998,3.5744680851063833,1.3478260869565217,2.3636363636363638,7.777777777777778,1.2727272727272725,674.4444444444445,6.333333333333334,5.083333333333333,5.3076923076923075,4.86875,10.0,2.4363636363636365,0.0,0.0,5.2,0.0,0.0
walnut,20.6,15.923076923076923,20.666666666666668,0.0,0.0,0.0,2.2608695652173916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666666,0.0,0.0,0.0
wasabi,4.46,3.1538461538461537,2.7777777777777777,5.0,2.08,3.872340425531915,147.3913043478261,5.545454545454545,6.111111111111111,4.0,0.0,0.0,4.166666666666667,5.384615384615385,1.0,2.5,0.41818181818181815,0.0,0.0,0.0,5.9565217391304355,0.0
watermelon,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wild rice,26.6,0.0,8.88888888888889,0.0,26.640000000000004,5.680851063829787,0.0,30.272727272727273,0.0,0.0,0.0,0.0,0.0,17.46153846153846,41.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yellow squash,2.0,0.7692307692307693,2.0,0.0,0.0,0.0,0.43478260869565216,0.0,0.0,0.0,22.22222222222222,18.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yogurt,5.88,9.076923076923077,0.0,0.0,0.0,0.0,1.7826086956521738,0.0,0.0,0.0,6.555555555555556,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
zucchini,2.1,1.6153846153846154,2.4444444444444446,0.0,0.0,4.723404255319149,0.0,0.0,0.0,0.0,0.0,13.999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
